sku,vendor,title,super_category,primary_category,product_category_type,collection_name,material,colour_finish,width_mm,depth_mm,height_mm,installation_type,warranty_years,weight_kg,confidence
TD200WR,Abey,Abey SCHOCK Typos Topmount 1 & 3/4 Right Hand Bowl Sink & Drainer 1TH - Alpina - TD200WR,Sinks,Kitchen Sinks,Topmount,Typos,nanogranite,Alpina,810,500,210,Topmount,15,32.0,0.65
TD200CRH,Abey,Abey SCHOCK Typos Topmount 1 & 3/4 Right Hand Bowl Sink & Drainer 1TH - Concrete - TD200CRH,Sinks,Kitchen Sinks,,,,,,,,,,,0.951
TD200CRR,Abey,Abey SCHOCK Typos Topmount 1 & 3/4 Right Hand Bowl Sink & Drainer 1TH - Croma - TD200CRR,Sinks,Kitchen Sinks,,,,,,,,,,,0.953
TD200BR,Abey,Abey SCHOCK Typos Topmount 1 & 3/4 Right Hand Bowl Sink & Drainer 1TH - Onyx - TD200BR,Sinks,Kitchen Sinks,Topmount,Typos,nanogranite,Onyx,1210,500,210,topmount,25,33.4,0.6545454545454545
TD100WL,Abey,Abey SCHOCK Typos Topmount Single Left Hand Bowl Sink & Drainer 1TH - Alpina - TD100WL,Sinks,Kitchen Sinks,Topmount,Typos,composite nanogranite,Alpina,1000,500,,,,,0.6428571428571429
TD100CL,Abey,Abey SCHOCK Typos Topmount Single Left Hand Bowl Sink & Drainer 1TH - Concrete - TD100CL,Sinks,Kitchen Sinks,Topmount,Typos,nanogranite,Concrete,1000,500,,,,,0.6428571428571429
TD100CRL,Abey,Abey SCHOCK Typos Topmount Single Left Hand Bowl Sink & Drainer 1TH - Croma - TD100CRL,Sinks,Kitchen Sinks,Topmount,Croma,nanogranite,Croma,1000,500,,topmount,15,22.6,0.6454545454545454
TD100BL,Abey,Abey SCHOCK Typos Topmount Single Left Hand Bowl Sink & Drainer 1TH - Onyx - TD100BL,Sinks,Kitchen Sinks,Topmount,Typos,nanogranite,Onyx,1000,500,,,,,0.6428571428571429
TD100WR,Abey,Abey SCHOCK Typos Topmount Single Right Hand Bowl Sink & Drainer 1TH - Alpina - TD100WR,Sinks,Kitchen Sinks,Topmount,Typos,nanogranite,Alpina,1000,500,,,,,0.6428571428571429
TD100CRH,Abey,Abey SCHOCK Typos Topmount Single Right Hand Bowl Sink & Drainer 1TH - Concrete - TD100CRH,Sinks,Kitchen Sinks,Topmount,Typos,composite nanogranite,Concrete,1000,500,200,topmount,,,0.65
TD100CRR,Abey,Abey SCHOCK Typos Topmount Single Right Hand Bowl Sink & Drainer 1TH - Croma - TD100CRR,Sinks,Kitchen Sinks,Topmount,Typos,nanogranite,Croma,1000,500,200,topmount,,,0.65
TD100BR,Abey,Abey SCHOCK Typos Topmount Single Right Hand Bowl Sink & Drainer 1TH - Onyx - TD100BR,Sinks,Kitchen Sinks,Topmount,Typos,stainless steel,Onyx,1000,500,,,,,0.6571428571428571
VN-100XLW,Abey,Abey SCHOCK Virtus Topmount Single Bowl Sink 1TH - Alpina - VN-100XLW,Sinks,Kitchen Sinks,Topmount,Virtus,nanogranite,Alpina,1000,500,200,topmount,10,,0.6545454545454545
VN-100XLC,Abey,Abey SCHOCK Virtus Topmount Single Bowl Sink 1TH - Concrete - VN-100XLC,Sinks,Kitchen Sinks,Topmount,Virtus,nanogranite,Concrete,1000,500,200,Topmount,,21.0,0.65
VN-100XLCR,Abey,Abey SCHOCK Virtus Topmount Single Bowl Sink 1TH - Croma - VN-100XLCR,Sinks,Kitchen Sinks,Topmount,Virtus,nanogranite,Croma,1000,500,,,,,0.6428571428571429
VN-100XLB,Abey,Abey SCHOCK Virtus Topmount Single Bowl Sink 1TH - Onyx - VN-100XLB,Sinks,Kitchen Sinks,Topmount,Virtus,nanogranite,Onyx,1000,500,,topmount,,,0.6307692307692307
KM-100D,Abey,Abey Schock Kallio M-100 Single Bowl Sink 1TH - Day - KM-100D,Sinks,Kitchen Sinks,Topmount,Kallio,nanogranite,Day,600,500,,,,,0.6428571428571429
KM-100NT,Abey,Abey Schock Kallio M-100 Single Bowl Sink 1TH - Night - KM-100NT,Sinks,Kitchen Sinks,Single Bowl,Kallio,composite nanogranite,Night,1000,500,,,,,0.6428571428571429
KM-175D,Abey,Abey Schock Kallio M-175 1 & 3/4 Bowl Sink 1TH - Day - KM-175D,Sinks,Kitchen Sinks,Topmount,Kallio,nanogranite,Day,1750,,,countertop,,,0.6375000000000001
KM-175NT,Abey,Abey Schock Kallio M-175 1 & 3/4 Bowl Sink 1TH - Night - KM-175NT,Sinks,Kitchen Sinks,Undermount,Kallio,nanogranite,Night,1750,525,190,undermount,,25.0,0.6454545454545454
KN-100D,Abey,Abey Schock Kiruna KN-100D Single Bowl Sink - Day,Sinks,Kitchen Sinks,Single Bowl,Kiruna,nanogranite,Day,1000,500,,,,,0.6428571428571429
KN-100LD,Abey,Abey Schock Kiruna KN-100LD Large Single Bowl Sink - Day,Sinks,Kitchen Sinks,Topmount,Kiruna,nanogranite,Day,1000,500,,,,,0.6428571428571429
KN-100LNT,Abey,Abey Schock Kiruna KN-100LNT Large Single Bowl Sink - Night,Sinks,Kitchen Sinks,Topmount,Kiruna,nanogranite,Night,1000,500,,countertop,25,30.0,0.65
KN-100NT,Abey,Abey Schock Kiruna KN-100NT Single Bowl Sink - Night,Sinks,Kitchen Sinks,Topmount,Kiruna,nanogranite,Night,1000,510,,,,,0.6428571428571429
KN-100XLD,Abey,Abey Schock Kiruna KN-100XLD Extra Large Single Bowl Sink - Day,Sinks,Kitchen Sinks,Undermount,Kiruna,nanogranite composite,Day,1000,510,210,undermount,25,25.0,0.6545454545454545
KN-100XLNT,Abey,Abey Schock Kiruna KN-100XLNT Extra Large Single Bowl Sink - Night,Sinks,Kitchen Sinks,Single Bowl,Kiruna,nanogranite,Night,1000,500,210,undermount,25,33.0,0.6545454545454545
MBTK07,Abey,Abey Schock Overflow Trim Kit - Matte Black MBTK07,Sinks,Kitchen Sinks,Accessories,None,matte black,matte black,,,,,,,0.6090909090909089
MBTK08D,Abey,Abey Schock Overflow Trim Kit - Matte Black MBTK08D,Sinks,Kitchen Sinks,Sink Accessories,N/A,matte black,Matte Black,,,,N/A,,,0.6090909090909089
N150W,Abey,Abey Schock Soho Inset/Undermount 1 & 1/3 Sink - Polaris N150W,Sinks,Kitchen Sinks,Undermount,Soho,nanogranite,Polaris N150W,570,450,190,inset/undermount,99,16.5,0.6416666666666666
N120B,Abey,Abey Schock Soho N120 Topmount-Undermount Sink - Magma - N120B,Sinks,Kitchen Sinks,Topmount-Undermount,Schock Soho,nanogranite,Magma,680,440,,,,,0.6428571428571429
N120W,Abey,Abey Schock Soho N120 Topmount-Undermount Sink - Polaris - N120W,Sinks,Kitchen Sinks,Topmount-Undermount,Soho N120,nanogranite,Polaris,815,500,,,,,0.6428571428571429
N120S,Abey,Abey Schock Soho N120 Topmount-Undermount Sink - Stone - N120S,Sinks,Kitchen Sinks,Topmount-Undermount,Soho,stone,,1200,500,200,Topmount-Undermount,,,0.6230769230769231
TN200W,Abey,Abey Schock Typos Inset Double Bowl Sink 1TH - Alpina - TN200W,Sinks,Kitchen Sinks,Topmount,Typos,nanogranite,Alpina,1200,500,180,inset,10,35.5,0.6545454545454545
TN200C,Abey,Abey Schock Typos Inset Double Bowl Sink 1TH - Concrete - TN200C,Sinks,Kitchen Sinks,Topmount,Typos,nanogranite,Concrete,1160,510,,,10,29.5,0.6444444444444444
TN200CR,Abey,Abey Schock Typos Inset Double Bowl Sink 1TH - Croma - TN200CR,Sinks,Kitchen Sinks,Topmount,Typos,nanogranite,Croma,1160,510,,,,,0.6428571428571429
TN200B,Abey,Abey Schock Typos Inset Double Bowl Sink 1TH - Onyx - TN200B,Sinks,Kitchen Sinks,Topmount,Typos,nanogranite,Onyx,860,435,,,,,0.6428571428571429
TN200W-NTH,Abey,Abey Schock Typos Undermount Double Bowl Sink NTH - Alpina - TN200W-NTH,Sinks,Kitchen Sinks,Undermount,Typos,nanogranite,Alpina,770,440,,,,,0.6428571428571429
TN200C-NTH,Abey,Abey Schock Typos Undermount Double Bowl Sink NTH - Concrete - TN200C-NTH,Sinks,Kitchen Sinks,Undermount,Typos,nanogranite,Concrete,900,455,200,,15,21.5,0.65
TN200CR-NTH,Abey,Abey Schock Typos Undermount Double Bowl Sink NTH - Croma - TN200CR-NTH,Sinks,Kitchen Sinks,Undermount,Typos,stainless steel,Croma,860,440,200,undermount,25,9.6,0.6636363636363636
TN200B-NTH,Abey,Abey Schock Typos Undermount Double Bowl Sink NTH - Onyx - TN200B-NTH,Sinks,Kitchen Sinks,Undermount,Typos,nanogranite,Onyx,900,400,190,undermount,10,18.5,0.6545454545454545
LSV45,Abey,Abey The Leichardt Single Bowl Sink - LSV45,Sinks,Kitchen Sinks,Topmount,The Leichardt,stainless steel,Polished,450,450,210,,,,0.6875
PR6,Abey,Abey The Yarra 6 Single Bowl Bar Sink - PR6,Sinks,Kitchen Sinks,Topmount,The Yarra,stainless steel,Satin,600,400,215,,,,0.6875
KS2081220FDTB,Argent,Argent Executive Chef 810 1 & 3-4 Sink NTH Package - KS2081220FDTB,Sinks,Kitchen Sinks,Topmount,Executive Chef,stainless steel,,810,,,countertop,,,0.6666666666666666
KS2081220,Argent,Argent Executive Chef Main & Medium Bowl Sinks - KS2081220,Sinks,Kitchen Sinks,Topmount,Executive Chef,stainless steel,,1220,500,170,,10,14.1,0.6666666666666666
KS2044100,Argent,Argent Executive Chef Main Bowl Sink - KS2044100,Sinks,Kitchen Sinks,Undermount,Executive Chef,stainless steel,,1000,490,200,undermount,10,7.3,0.67
KS2054100,Argent,Argent Executive Chef Maxi Bowl Sink - KS2054100,Sinks,Kitchen Sinks,,,,,,,,,,,0.82
KS410820N,Argent,Argent Format 1080 1 & 3-4 Sink Drainer - No Tap Hole - KS410820N,Sinks,Kitchen Sinks,Topmount,Format,stainless steel,,1080,480,,topmount,,,0.6625
KS410824L,Argent,Argent Format 1080 1 & 3-4 Sink LH Drainer - 1 Tap Hole - KS410824L,Sinks,Kitchen Sinks,Topmount,Format 1080,stainless steel,,1080,480,,,,,0.6666666666666666
KS410822R,Argent,Argent Format 1080 1 & 3-4 Sink RH Drainer - 1 Tap Hole - KS410822R,Sinks,Kitchen Sinks,Topmount,Alto,stainless steel,,1080,480,,Countertop,,,0.6416666666666665
KS411824L,Argent,Argent Format 1180 Double Sink & Drainer - 1 Tap Hole - KS411824L,Sinks,Kitchen Sinks,Undermount,Format,stainless steel,,1180,500,200,undermount,10,10.0,0.6636363636363636
KS411820N,Argent,Argent Format 1180 Double Sink Drainer - No Tap Hole - KS411820N,Sinks,Kitchen Sinks,Topmount,Format,stainless steel,,1180,500,100,Countertop,7,9.2,0.6636363636363636
KS411822R,Argent,Argent Format 1180 Double Sink Right Hand Drainer - 1 Tap Hole - KS411822R,Sinks,Kitchen Sinks,Topmount,Format,granite composite,No information provided,1180,,,Countertop,,,0.6249999999999999
KS4082232,Argent,Argent Format 780 Double Sink - 1 Tap Hole - KS4082232,Sinks,Kitchen Sinks,Undermount,Format,ceramic,value,780,,,Undermount,,,0.6333333333333332
KS4082230,Argent,Argent Format 780 Double Sink - No Tap Hole - KS4082230,Sinks,Kitchen Sinks,Topmount,Format,ceramic,White,780,460,200,topmount,5,21.0,0.6749999999999999
KS407810N,Argent,Argent Format 780 Sink Drainer - No Tap Hole - KS407810N,Sinks,Kitchen Sinks,Topmount,,stainless steel,,780,480,,,,,0.6799999999999999
KS407814L,Argent,Argent Format 780 Sink Left Hand Drainer - 1 Tap Hole - KS407814L,Sinks,Kitchen Sinks,Left Hand Drainer,Format,composite,Unspecified,780,,,,,,0.6428571428571429
KS407812R,Argent,Argent Format 780 Sink Right Hand Drainer - 1 Tap Hole - KS407812R,Sinks,Kitchen Sinks,Topmount,Format,composite,Not Specified,780,,,topmount,,,0.6333333333333332
KS5116220NMB,Argent,Argent Grace 1160mm 1 & 3/4 Sink w/Drainer - Matte Black - KS5116220NMB,Sinks,Kitchen Sinks,Countertop,Grace,composite granite stone,Matte Black,1160,,,,,,0.6666666666666666
KS5116220NWH,Argent,Argent Grace 1160mm 1 & 3/4 Sink w/Drainer - White - KS5116220NWH,Sinks,Kitchen Sinks,Topmount,Grace,composite granite,White,1160,,,Countertop,,,0.6555555555555554
KS5116222RMB,Argent,Argent Grace 1160mm 1 & 3/4 Sink w/Drainer Matte Black - 1 Taphole - KS5116222RMB,Sinks,Kitchen Sinks,Topmount,Grace,composite granite stone,Matte Black,1160,,,topmount,,,0.6416666666666665
KS5116224LMB,Argent,Argent Grace 1160mm 1 & 3/4 Sink w/Drainer Matte Black - 1 Taphole - KS5116224LMB,Sinks,Kitchen Sinks,Undermount,Grace,composite,Matte Black,1160,610,,countertop,,,0.6699999999999999
KS5116222RWH,Argent,Argent Grace 1160mm 1 & 3/4 Sink w/Drainer White - 1 Taphole - KS5116222RWH,Sinks,Kitchen Sinks,Topmount,Grace,composite,White,1160,,,Countertop,,,0.6666666666666665
KS5116224LWH,Argent,Argent Grace 1160mm 1 & 3/4 Sink w/Drainer White - 1 Taphole - KS5116224LWH,Sinks,Kitchen Sinks,Topmount,Grace,composite granite stone,White,1160,,,Countertop,,,0.6625
KS5045400MB,Argent,Argent Grace 450 Kitchen Sink Matte Black - 1 Taphole - KS5045400MB,Sinks,Kitchen Sinks,Undermount,Grace,stainless steel,Matte Black,450,,,,,,0.6714285714285714
KS5045400WH,Argent,Argent Grace 450 Kitchen Sink White - 1 Taphole - KS5045400WH,Sinks,Kitchen Sinks,Topmount,Grace,composite granite stone,White,450,,,topmount,,,0.6416666666666665
KS5045100MB,Argent,Argent Grace 450 Topmount Sink Matte Black - KS5045100MB,Sinks,Kitchen Sinks,Topmount,Grace,stainless steel,Matte Black,450,,,,,,0.6833333333333332
KS5045100WH,Argent,Argent Grace 450 Topmount Sink White - KS5045100WH,Sinks,Kitchen Sinks,Topmount,Argent Grace,ceramic,White,450,,,,,,0.6833333333333332
KS5061100MB,Argent,Argent Grace 610 Topmount Sink Matte Black - KS5061100MB,Sinks,Kitchen Sinks,,,,,,,,,,,0.518
KS5076230MB,Argent,Argent Grace 760 Double Bowl Sink Matte Black - KS5076230MB,Sinks,Kitchen Sinks,Topmount,Grace,composite,Matte Black,760,,,topmount,,,0.6499999999999998
KS5076230WH,Argent,Argent Grace 760 Double Kitchen Sink White - KS5076230WH,Sinks,Kitchen Sinks,Topmount,Grace,composite,White,760,,,topmount,,,0.6499999999999998
K316-DBG,Argent,Argent Pop Up Waste 32mm 2 Piece - Brushed Gold - K316-DBG,Sinks,Kitchen Sinks,None,None,brass,Brushed Gold,32,,,,,,0.6333333333333332
K316-DGM,Argent,Argent Pop up Waste 32mm 2 piece - Gun Metal - K316-DGM,Sinks,Kitchen Sinks,None,None,brass,Gun Metal,32,,,,,,0.6166666666666666
K316-DBN,Argent,Argent Pop up waste 32mm 2 piece - Brushed Nickel - K316-DBN,Sinks,Kitchen Sinks,None,None,brass,Brushed Nickel,32,,,,,,0.6333333333333332
KS3080100,Argent,Argent Tempo Mega 800 Sink - KS3080100,Sinks,Kitchen Sinks,,,,,,,,,,,0.91
992810MB,Billi,Billi XL Slimline Font Matte Black - 992810MB,Sinks,Kitchen Sinks,Topmount,Billi Slimline,stainless steel,Matte Black,100,143,392,countertop,,,0.6888888888888889
526834,Blanco,Blanco 1 & 3/4 Right Hand Inset Sink with Drainer - Anthracite - 526834,Sinks,Kitchen Sinks,,,,,,,,,,,0.517
526893,Blanco,Blanco Andano 340U Single Bowl Undermount Sink - 526893,Sinks,Kitchen Sinks,,,,,,,,,,,0.849
526894,Blanco,Blanco Andano 400-400U Double Bowl Undermount Sink ANDANO400/400UK5 - 526894,Sinks,Kitchen Sinks,,,,,,,,,,,0.863
526896,Blanco,Blanco Andano 400U Undermount Sink ANDANO400UK5 - 526896,Sinks,Kitchen Sinks,,,,,,,,,,,0.842
526891,Blanco,Blanco Andano 500-180U Undermount Sink AND500/180UK5 - 526891,Sinks,Kitchen Sinks,,,,,,,,,,,0.682
526897,Blanco,Blanco Andano 500IFN Inset-Flushmount Sink ANDANO500IFNK5 - 526897,Sinks,Kitchen Sinks,,,,,,,,,,,0.607
526898,Blanco,Blanco Andano 500U Undermount Sink ANDANO500UK5 - 526898,Sinks,Kitchen Sinks,,,,,,,,,,,0.842
526899,Blanco,Blanco Andano 700 Inset Sink ANDANO700IFNK5 - 526899,Sinks,Kitchen Sinks,,,,,,,,,,,0.84
526900,Blanco,Blanco Andano 700U Undermount Sink ANDANO700UK5 - 526900,Sinks,Kitchen Sinks,,,,,,,,,,,0.842
526833,Blanco,Blanco Bowl 1 & 3/4 Right Hand Inset Sink with Drainer Rock Grey - 526833,Sinks,Kitchen Sinks,,,,,,,,,,,0.557
527664 + 526823 + 526989,Blanco,Blanco Catris-S Flexo PVD Steel Filter Tap & Naya 8S Left Bowl Anthracite Sink Package - Includes BWT Filter - 527664 + 526823 + 526989,Sinks,Kitchen Sinks,,,,,,,,,,,0.649
527664 + 526830 + 526989,Blanco,Blanco Catris-S Flexo PVD Steel Filter Tap & Naya 8S Left Bowl Black Sink Package - Includes BWT Filter - 527664 + 526830 + 526989,Sinks,Kitchen Sinks,,,,,,,,,,,0.643
527664 + 526832 + 526989,Blanco,Blanco Catris-S Flexo PVD Steel Filter Tap & Naya 8S Left Bowl Rock Grey Sink Package - Includes BWT Filter - 527664 + 526832 + 526989,Sinks,Kitchen Sinks,,,,,,,,,,,0.579
527664 + 526832 + 526989,Blanco,Blanco Catris-S Flexo PVD Steel Filter Tap & Naya 8S Left Bowl White Sink Package - Includes BWT Filter - 527664 + 526832 + 526989,Sinks,Kitchen Sinks,,,,,,,,,,,0.662
528003,Blanco,Blanco Claron 500-IF Inset / Flushmount Dark Steel Kitchen Sink - 528003,Sinks,Kitchen Sinks,Inset / Flushmount,Claron,stainless steel,,500,,,Inset / Flushmount,,,0.6363636363636362
528004,Blanco,Blanco Claron 700-IF Inset / Flushmount Dark Steel Kitchen Sink - 528004,Sinks,Kitchen Sinks,Inset / Flushmount,Claron,stainless steel,,700,,,Inset / Flushmount,,,0.6363636363636362
526886,Blanco,Blanco Double Bowl Undermount Sink QUATR154040IUK5 - 526886,Sinks,Kitchen Sinks,,,,,,,,,,,0.907
526991,Blanco,Blanco Lemis Double Bowl Inset-Flushmount Sink 860 x 500 LEMIS8IFK5 - 526991,Sinks,Kitchen Sinks,,,,,,,,,,,0.877
526992,Blanco,Blanco Lemis Double Bowl Sink with Drainer - Right LEMIS8SRIFK5 - 526992,Sinks,Kitchen Sinks,,,,,,,,,,,0.962
526993,Blanco,Blanco Lemis Double Bowl Sink with Drainer 1 Tap Hole - Left LEMIS8SLIFK5 - 526993,Sinks,Kitchen Sinks,,,,,,,,,,,0.954
526994,Blanco,Blanco Lemis Right Hand Single Bowl with Drainer 1 Tap Hole - LEMISXL6SRIFK5 - 526994,Sinks,Kitchen Sinks,,,,,,,,,,,0.695
526995,Blanco,Blanco Lemis Single Bowl with Drainer 1 Tap Hole - Left LEMISXL6SLIFK5 - 526995,Sinks,Kitchen Sinks,,,,,,,,,,,0.723
528082,Blanco,Blanco Lexa 8 Silgranit Inset Anthracite Double Bowl Kitchen Sink - 1 Tap Hole 528082,Sinks,Kitchen Sinks,,,,,,,,,,,0.825
528081,Blanco,Blanco Lexa 8 Silgranit Inset Black Double Bowl Kitchen Sink - 1 Tap Hole 528081,Sinks,Kitchen Sinks,,,,,,,,,,,0.819
528080,Blanco,Blanco Lexa 8 Silgranit Inset White Double Bowl Kitchen Sink - 1 Tap Hole 528080,Sinks,Kitchen Sinks,,,,,,,,,,,0.816
528043,Blanco,Blanco Metra 45 S Silgranit Left Hand Inset Kitchen Sink - Anthracite 528043,Sinks,Kitchen Sinks,Inset,Metra,silgranit,Anthracite,450,190,195,,,,0.625
528042,Blanco,Blanco Metra 45 S Silgranit Left Hand Inset Kitchen Sink - Black 528042,Sinks,Kitchen Sinks,Inset,Metra,silgranit,Black,450,510,190,,99,17.0,0.6399999999999999
528041,Blanco,Blanco Metra 45 S Silgranit Left Hand Inset Kitchen Sink - White 528041,Sinks,Kitchen Sinks,Inset,Metra,silgranit,White,450,175,,,,,0.6428571428571429
528040,Blanco,Blanco Metra 45 S Silgranit Right Hand Inset Kitchen Sink - Anthracite 528040,Sinks,Kitchen Sinks,Inset,Metra,silgranit,Anthracite,450,200,200,,,,0.625
528039,Blanco,Blanco Metra 45 S Silgranit Right Hand Inset Kitchen Sink - Black 528039,Sinks,Kitchen Sinks,Inset,Metra,silgranit,Black,450,200,200,Inset,,10.7,0.6454545454545454
528038,Blanco,Blanco Metra 45 S Silgranit Right Hand Inset Kitchen Sink - White 528038,Sinks,Kitchen Sinks,Inset,Metra,silgranit,White,450,210,200,Inset,25,11.7,0.65
528049,Blanco,Blanco Metra 6 S Silgranit Left Hand Inset Kitchen Sink - Anthracite 528049,Sinks,Kitchen Sinks,Inset,Metra,silgranit,Anthracite,860,500,,inset,25,23.5,0.6272727272727272
528048,Blanco,Blanco Metra 6 S Silgranit Left Hand Inset Kitchen Sink - Black 528048,Sinks,Kitchen Sinks,Inset,Metra,silgranit,Black,860,500,210,,,,0.65
528047,Blanco,Blanco Metra 6 S Silgranit Left Hand Inset Kitchen Sink - White 528047,Sinks,Kitchen Sinks,Inset,Metra,silgranit,White,1160,515,200,Inset,,24.7,0.65
528046,Blanco,Blanco Metra 6 S Silgranit Right Hand Inset Kitchen Sink - Anthracite 528046,Sinks,Kitchen Sinks,Inset,Metra,silgranit,Anthracite,810,500,200,inset,,16.8,0.6272727272727272
528045,Blanco,Blanco Metra 6 S Silgranit Right Hand Inset Kitchen Sink - Black 528045,Sinks,Kitchen Sinks,Inset,Metra,silgranit,Black,1000,510,200,Right Hand,,,0.6444444444444444
528044,Blanco,Blanco Metra 6 S Silgranit Right Hand Inset Kitchen Sink - White 528044,Sinks,Kitchen Sinks,Inset,Metra,silgranit,White,1000,510,190,Inset,,,0.6357142857142856
528055,Blanco,Blanco Metra XL 6 S Silgranit Left Hand Inset Kitchen Sink - Anthracite 528055,Sinks,Kitchen Sinks,Inset,Metra,silgranit,Anthracite,1160,500,190,,,,0.625
528054,Blanco,Blanco Metra XL 6 S Silgranit Left Hand Inset Kitchen Sink - Black 528054,Sinks,Kitchen Sinks,Inset,Metra,silgranit,Black,925,510,205,,,,0.65
528053,Blanco,Blanco Metra XL 6 S Silgranit Left Hand Inset Kitchen Sink - White 528053,Sinks,Kitchen Sinks,Inset,Metra,silgranit,White,1160,500,190,,,,0.65
528052,Blanco,Blanco Metra XL 6 S Silgranit Right Hand Inset Kitchen Sink - Anthracite 528052,Sinks,Kitchen Sinks,Inset,Metra,silgranit,Anthracite,1160,500,210,inset,,17.7,0.6272727272727272
528051,Blanco,Blanco Metra XL 6 S Silgranit Right Hand Inset Kitchen Sink - Black 528051,Sinks,Kitchen Sinks,Inset,Metra,silgranit,Black,950,510,,,,,0.6428571428571429
528050,Blanco,Blanco Metra XL 6 S Silgranit Right Hand Inset Kitchen Sink - White 528050,Sinks,Kitchen Sinks,Inset,Metra,silgranit,White,1000,510,,,,,0.6428571428571429
526838,Blanco,Blanco NAYA XL 9 Single Large Bowl Inset Sink - Includes Overflow - 526838,Sinks,Kitchen Sinks,,,,,,,,,,,0.451
526825,Blanco,Blanco Naya 6 Inset Sink - Anthracite NAYA6K5 - 526825,Sinks,Kitchen Sinks,,,,,,,,,,,0.833
526826,Blanco,Blanco Naya 6 Inset Sink - White NAYA6WK5 - 526826,Sinks,Kitchen Sinks,,,,,,,,,,,0.867
526824,Blanco,Blanco Naya 6 Single Bowl Inset Sink - Black NAYA6BK5 - 526824,Sinks,Kitchen Sinks,,,,,,,,,,,0.455
526823,Blanco,Blanco Naya 8S 1 & 1/2 Left Hand Sink & Drainer - Anthracite NAYA8SK5 - 526823,Sinks,Kitchen Sinks,,,,,,,,,,,0.878
526835,Blanco,Blanco Naya 8S 1 & 3/4 Left Hand Inset Sink & Drainer - White NAYA8SWK5 - 526835,Sinks,Kitchen Sinks,,,,,,,,,,,0.591
526831,Blanco,Blanco Naya 8S 1 & 3/4 Right Hand Inset Sink & Drainer - Black NAYA8SBRK5 - 526831,Sinks,Kitchen Sinks,,,,,,,,,,,0.651
526832,Blanco,Blanco Naya 8S Inset Sink & Drainer - Rock Grey NAYA8SGK5 - 526832,Sinks,Kitchen Sinks,,,,,,,,,,,0.403
526830,Blanco,Blanco Naya 8S Left Hand Inset Sink & Drainer - Black NAYA8SBK5 - 526830,Sinks,Kitchen Sinks,,,,,,,,,,,0.622
526836,Blanco,Blanco Naya 8S Right Hand Inset Sink & Drainer - White NAYA8SRWK5 - 526836,Sinks,Kitchen Sinks,,,,,,,,,,,0.618
526829,Blanco,Blanco Naya8 1 & 1/2 Inset Sink - Anthracite NAYA8K5 - 526829,Sinks,Kitchen Sinks,,,,,,,,,,,0.833
526828,Blanco,Blanco Naya8 1 & 1/2 Inset Sink - Rock Grey NAYA8GK5 - 526828,Sinks,Kitchen Sinks,,,,,,,,,,,0.81
526827,Blanco,Blanco Naya8 1 & 3/4 Bowl Inset Sink - 526827,Sinks,Kitchen Sinks,,,,,,,,,,,0.443
526842,Blanco,Blanco PLEON8K5 Single Bowl Topmount/Inset Sink - Anthracite - 526842,Sinks,Kitchen Sinks,,,,,,,,,,,0.455
526884,Blanco,Blanco Quatrus Double Bowl Undermount Sink QUATR153434IUK5 - 526884,Sinks,Kitchen Sinks,,,,,,,,,,,0.907
526885,Blanco,Blanco Quatrus R15 400-IU Undermount Sink QUATR15400IUK5 - 526885,Sinks,Kitchen Sinks,,,,,,,,,,,0.675
526889,Blanco,Blanco Rondo Large Single Round Sink RONDOSOLK5 - 526889,Sinks,Kitchen Sinks,,,,,,,,,,,0.692
526856,Blanco,Blanco SUBLINE 400-U Undermount Sink - Black - 526856,Sinks,Kitchen Sinks,,,,,,,,,,,0.581
526860,Blanco,Blanco SUBLINE 500-U Single Bowl Undermount Sink - 526860,Sinks,Kitchen Sinks,,,,,,,,,,,0.794
526864,Blanco,Blanco SUBLINE 700-U Single Bowl Undermount Sink - 526864,Sinks,Kitchen Sinks,,,,,,,,,,,0.807
526887,Blanco,Blanco Single Bowl Inset or Undermount Sink with Overflow QUATR15500IUK5 - 526887,Sinks,Kitchen Sinks,,,,,,,,,,,0.678
